1.00,693.32
2.00,693.99
3.00,694.70
4.00,694.70
5.00,643.42
6.00,643.42
7.00,639.22
8.00,635.70
9.00,631.51
10.00,627.16
11.00,638.06
12.00,638.06
13.00,638.06
14.00,622.92
15.00,627.46
16.00,633.09
17.00,632.35
18.00,630.91
19.00,630.91
20.00,630.91
21.00,626.23
22.00,626.52
23.00,633.35
24.00,621.71
25.00,620.62
26.00,620.62
27.00,620.62
28.00,622.95
29.00,622.95
30.00,622.95
31.00,631.63
32.00,632.37
33.00,632.37
34.00,632.37
35.00,632.37
36.00,632.37
37.00,638.61
38.00,632.58
39.00,638.07
40.00,638.07
41.00,638.07
42.00,638.07
43.00,638.17
44.00,638.61
45.00,637.86
46.00,645.04
47.00,645.04
48.00,645.04
49.00,659.74
50.00,657.49
51.00,653.45
52.00,652.91
53.00,645.35
54.00,645.35
55.00,645.35
56.00,645.97
57.00,647.04
58.00,647.01
59.00,647.01
60.00,644.83
61.00,644.83
62.00,644.83
63.00,645.53
64.00,645.20
65.00,644.04
66.00,644.27
67.00,640.52
68.00,640.52
69.00,640.52
70.00,640.52
71.00,638.01
72.00,637.65
73.00,636.90
74.00,635.34
75.00,635.34
76.00,635.34
77.00,634.74
78.00,634.59
79.00,634.67
80.00,635.60
81.00,634.74
82.00,634.74
83.00,634.74
84.00,635.66
85.00,635.21
86.00,634.93
87.00,633.31
88.00,633.03
89.00,633.03
90.00,633.03
91.00,633.55
92.00,633.74
93.00,634.06
94.00,633.91
95.00,636.54
96.00,636.54
97.00,636.54
98.00,640.95
99.00,636.05
100.00,635.86
101.00,636.73
102.00,636.22
103.00,636.22
104.00,636.22
105.00,635.88
106.00,639.78
107.00,639.38
108.00,641.29
109.00,642.00
110.00,642.00
111.00,642.00
112.00,644.13
113.00,643.83
114.00,642.59
115.00,641.53
116.00,640.37
117.00,640.37
118.00,640.37
119.00,640.37
120.00,642.00
121.00,641.81
122.00,641.22
123.00,647.24
124.00,647.24
125.00,647.24
126.00,641.59
127.00,641.98
128.00,645.14
129.00,644.77
130.00,643.11
131.00,643.11
132.00,643.11
133.00,645.73
134.00,643.98
135.00,644.61
136.00,646.50
137.00,647.28
138.00,647.28
139.00,647.28
140.00,649.48
141.00,655.66
142.00,657.97
143.00,657.97
144.00,657.97
145.00,657.97
146.00,657.97
147.00,655.32
148.00,652.57
149.00,651.48
150.00,650.24
151.00,651.36
152.00,651.36
153.00,651.36
154.00,650.31
155.00,651.95
156.00,653.83
157.00,653.58
158.00,653.58
159.00,653.58
160.00,653.58
161.00,653.10
162.00,653.70
163.00,654.74
164.00,656.40
165.00,657.91
166.00,657.91
167.00,657.91
168.00,658.52
169.00,660.57
170.00,660.88
171.00,663.43
172.00,663.58
173.00,663.58
174.00,663.58
175.00,663.75
176.00,664.50
177.00,663.10
178.00,662.60
179.00,662.11
180.00,662.11
181.00,662.11
182.00,662.15
183.00,660.46
184.00,660.16
185.00,660.99
186.00,664.37
187.00,664.37
188.00,664.37
189.00,664.37
190.00,666.11
191.00,664.30
192.00,666.47
193.00,664.36
194.00,664.36
195.00,664.36
196.00,665.91
197.00,665.92
198.00,667.96
199.00,667.52
200.00,669.55
201.00,669.55
202.00,669.55
203.00,671.36
204.00,675.76
205.00,680.17
206.00,678.25
207.00,683.37
208.00,683.37
209.00,683.37
210.00,683.37
211.00,690.08
212.00,699.09
213.00,701.83
214.00,697.57
215.00,697.57
216.00,697.57
217.00,697.57
218.00,695.36
219.00,694.43
220.00,693.71
221.00,693.40
222.00,693.40
223.00,693.40
224.00,696.12
225.00,695.65
226.00,699.01
227.00,703.74
228.00,708.72
229.00,708.72
230.00,708.72
231.00,720.47
232.00,719.15
233.00,717.45
234.00,717.70
235.00,715.11
236.00,715.11
237.00,715.11
238.00,715.11
239.00,710.91
240.00,707.96
241.00,699.73
242.00,699.68
243.00,699.68
244.00,699.68
245.00,701.66
246.00,701.89
247.00,702.02
248.00,705.14
249.00,702.52
250.00,702.52
251.00,702.52
252.00,701.82
253.00,698.84
254.00,695.32
255.00,694.25
256.00,694.25
257.00,694.25
258.00,694.25
259.00,692.72
260.00,692.25
261.00,694.28
262.00,692.51
263.00,693.25
264.00,693.25
265.00,693.25
266.00,693.25
267.00,693.69
268.00,692.48
269.00,692.56
270.00,693.94
271.00,693.94
272.00,693.94
273.00,689.56
274.00,689.21
275.00,689.45
276.00,690.30
277.00,691.68
278.00,691.68
279.00,691.68
280.00,691.90
281.00,692.89
282.00,693.02
283.00,695.62
284.00,696.77
285.00,696.77
286.00,696.77
287.00,697.69
288.00,698.28
289.00,695.38
290.00,695.54
291.00,696.39
292.00,696.39
293.00,696.39
294.00,696.29
295.00,696.84
296.00,695.70
297.00,696.66
298.00,696.42
299.00,696.42
300.00,696.42
301.00,699.16
302.00,697.77
303.00,698.40
304.00,697.01
305.00,704.80
306.00,704.80
307.00,704.80
308.00,701.00
309.00,702.81
310.00,699.70
311.00,703.08
312.00,710.22
313.00,710.22
314.00,710.22
315.00,704.52
316.00,703.66
317.00,702.71
318.00,704.06
319.00,701.88
320.00,701.88
321.00,701.88
322.00,701.88
323.00,702.48
324.00,705.52
325.00,708.21
326.00,707.13
327.00,707.13
328.00,707.13
329.00,707.35
330.00,706.06
331.00,709.22
332.00,710.19
333.00,712.04
334.00,712.04
335.00,712.04
336.00,713.55
337.00,716.39
338.00,715.31
339.00,717.37
340.00,716.88
341.00,716.88
342.00,716.88
343.00,716.88
344.00,718.98
345.00,719.21
346.00,720.96
347.00,722.57
348.00,722.57
349.00,722.57
350.00,720.48
351.00,722.37
352.00,723.72
353.00,722.72
354.00,724.07
355.00,724.07
356.00,724.07
357.00,724.07
358.00,730.11
359.00,724.97
360.00,724.90
361.00,721.98
362.00,721.98
363.00,721.98
364.00,726.97
365.00,720.63
366.00,721.47
367.00,722.61
368.00,725.45
369.00,725.45
370.00,725.45
371.00,729.42
372.00,725.75
373.00,729.74
374.00,738.19
375.00,736.29
376.00,736.29
377.00,736.29
378.00,732.11
379.00,732.11
380.00,732.40
381.00,727.21
382.00,729.80
383.00,729.80
384.00,729.80
385.00,732.69
386.00,736.20
387.00,734.98
388.00,732.54
389.00,735.31
390.00,735.31
391.00,735.31
392.00,736.82
393.00,735.00
394.00,735.19
395.00,735.19
396.00,735.19
397.00,735.19
398.00,735.19
399.00,737.44
400.00,737.98
401.00,737.98
402.00,737.98
403.00,737.98
404.00,737.98
405.00,737.98
406.00,737.55
407.00,738.65
408.00,740.08
409.00,742.61
410.00,746.63
411.00,746.63
412.00,746.63
413.00,746.63
414.00,749.63
415.00,748.98
416.00,746.71
417.00,746.39
418.00,746.39
419.00,746.39
420.00,747.20
421.00,748.07
422.00,750.06
423.00,750.00
424.00,748.56
425.00,748.56
426.00,748.56
427.00,747.25
428.00,747.13
429.00,746.21
430.00,745.14
431.00,746.05
432.00,746.05
433.00,746.05
434.00,745.27
435.00,745.64
436.00,745.73
437.00,745.79
438.00,746.56
439.00,746.56
440.00,746.56
441.00,745.45
442.00,745.49
443.00,745.38
444.00,748.22
445.00,748.88
446.00,748.88
447.00,748.88
448.00,748.18
449.00,749.69
450.00,750.75
451.00,752.47
452.00,751.96
453.00,751.96
454.00,751.96
455.00,752.52
456.00,753.33
457.00,755.07
458.00,759.20
459.00,758.03
460.00,758.03
461.00,758.03
462.00,757.89
463.00,760.71
464.00,762.68
465.00,762.04
466.00,762.20
467.00,762.20
468.00,762.20
469.00,763.38
470.00,763.90
471.00,764.74
472.00,765.19
473.00,764.79
474.00,764.79
475.00,764.79
476.00,764.29
477.00,765.06
478.00,766.12
479.00,766.42
480.00,766.84
481.00,766.84
482.00,766.84
483.00,766.84
484.00,766.63
485.00,766.91
486.00,767.99
487.00,767.40
488.00,767.40
489.00,767.40
490.00,766.79
491.00,766.41
492.00,766.44
493.00,767.98
494.00,768.46
495.00,768.46
496.00,768.46
497.00,768.31
498.00,768.52
499.00,768.60
500.00,768.60
501.00,768.60
502.00,768.60
503.00,768.60
504.00,769.34
505.00,769.80
506.00,771.56
507.00,772.71
508.00,773.22
509.00,773.22
510.00,773.22
511.00,773.70
512.00,773.97
513.00,774.34
514.00,775.05
515.00,775.32
516.00,775.32
517.00,775.32
518.00,775.20
519.00,774.52
520.00,773.78
521.00,774.94
522.00,773.82
523.00,773.82
524.00,773.82
525.00,775.53
526.00,776.99
527.00,777.88
528.00,778.17
529.00,777.17
530.00,777.17
531.00,777.17
532.00,777.75
533.00,779.41
534.00,780.49
535.00,780.80
536.00,780.79
537.00,780.79
538.00,780.79
539.00,781.42
540.00,781.80
541.00,781.84
542.00,781.94
543.00,782.00
544.00,782.00
545.00,782.00
546.00,782.00
547.00,783.15
548.00,782.85
549.00,780.78
550.00,779.56
551.00,779.56
552.00,779.56
553.00,779.00
554.00,779.01
555.00,777.82
556.00,778.12
557.00,780.60
558.00,780.60
559.00,780.60
560.00,782.29
561.00,784.62
562.00,784.95
563.00,785.79
564.00,784.80
565.00,784.80
566.00,784.80
567.00,784.80
568.00,785.90
569.00,786.64
570.00,787.49
571.00,786.77
572.00,786.77
573.00,786.77
574.00,786.77
575.00,787.06
576.00,786.42
577.00,786.72
578.00,786.96
579.00,786.96
580.00,786.96
581.00,786.80
582.00,787.12
583.00,786.10
584.00,787.51
585.00,788.65
586.00,788.65
587.00,788.65
588.00,788.65
589.00,789.47
590.00,790.58
591.00,791.73
592.00,793.18
593.00,793.18
594.00,793.18
595.00,794.67
596.00,795.66
597.00,797.00
598.00,797.06
599.00,797.31
600.00,797.31
601.00,797.31
602.00,797.41
603.00,797.41
604.00,797.63
605.00,798.17
606.00,798.83
607.00,798.83
608.00,798.83
609.00,799.17
610.00,799.96
611.00,800.42
612.00,801.04
613.00,801.35
614.00,801.35
615.00,801.35
616.00,801.15
617.00,801.86
618.00,801.82
619.00,801.86
620.00,801.78
621.00,801.78
622.00,801.78
623.00,802.30
624.00,803.22
625.00,804.48
626.00,804.93
627.00,804.51
628.00,804.51
629.00,804.51
630.00,804.51
631.00,804.76
632.00,805.62
633.00,806.15
634.00,806.72
635.00,806.72
636.00,806.72
637.00,807.04
638.00,807.57
639.00,807.77
640.00,807.55
641.00,807.53
642.00,807.53
643.00,807.53
644.00,806.86
645.00,806.83
646.00,808.04
647.00,807.96
648.00,807.68
649.00,807.68
650.00,807.68
651.00,807.62
652.00,808.24
653.00,809.33
654.00,810.25
655.00,810.03
656.00,810.03
657.00,810.03
658.00,810.09
659.00,810.81
660.00,811.75
661.00,811.93
662.00,811.18
663.00,811.18
664.00,811.18
665.00,810.88
666.00,809.75
667.00,810.04
668.00,810.55
669.00,809.93
670.00,809.93
671.00,809.93
672.00,809.55
673.00,809.69
674.00,810.84
675.00,811.31
676.00,812.29
677.00,812.29
678.00,812.29
679.00,812.27
680.00,812.75
681.00,812.54
682.00,811.91
683.00,811.28
684.00,811.28
685.00,811.28
686.00,811.19
687.00,811.47
688.00,811.46
689.00,812.41
690.00,813.28
691.00,813.28
692.00,813.28
693.00,813.28
694.00,813.79
695.00,816.41
696.00,819.26
697.00,819.41
698.00,819.41
699.00,819.41
700.00,819.44
701.00,819.55
702.00,818.98
703.00,818.06
704.00,817.03
705.00,817.03
706.00,817.03
707.00,817.03
708.00,816.70
709.00,817.01
710.00,816.79
711.00,815.70
712.00,815.70
713.00,815.70
714.00,814.26
